Document ID,cluster_size,overall_stance_on_mandatory_federal_role,stance_on_nist_as_standards_body,supports_mandatory_pre_deployment_eval,supports_incident_reporting_regime,supports_liability_safe_harbor,emphasizes_innovation_or_compliance_cost,top_3_themes,specific_recommendations,notable_evidence_or_examples,tone,quality,evidence_excerpt
NIST-2025-0035-0307,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;agent_autonomy;mandatory_vs_voluntary,"NIST should publish implementation guidance for AI coding agents defining: (i) accountable human roles, (ii) review/approval gates for AI-generated contributions, (iii) documentation requirements for provenance and limitations, (iv) measurement metrics for adequate human oversight in high-risk contexts. Build on NIST AI RMF and Playbook.","Cascading failures in multi-agent systems example; research university ""AI Risk Officers"" proposal cited as cautionary example of overreach; reinforcement learning enabling iterative attack improvement cited.",mixed,substantive,"Although NIST cannot mandate adoption, it can set widely used expectations by translating ""human-in-the-loop"" into specific, testable practices. Building on the NIST AI Risk Management Framework and its Playbook, NIST should publish implementation guidance"
NIST-2025-0035-0308,1,mixed,supportive,conditional,unclear,unclear,no,identity_authentication;pre_deployment_evaluation;human_oversight,NIST should: (1) express AI agent identity/authorization requirements in testable terms; (2) develop repeatable testing methodologies for autonomous system behavior; (3) enable independent conformance testing by accredited laboratories; (4) support certification infrastructure; (5) complement certification with runtime monitoring mechanisms between certification cycles.,"References to payments, authentication, and device security ecosystems as precedents for conformance/certification infrastructure. Alignment cited with NIST AI RMF, NIST Cybersecurity Framework (5 core functions), and NIST Digital Identity Guidelines.",technical,substantive,"Standards for AI agents should therefore include requirements that are expressed in
testable terms.
2
fime.com
Validation approaches should address both static system properties and runtime system
behavior."
NIST-2025-0035-0309,1,mixed,supportive,no,unclear,unclear,yes,mandatory_vs_voluntary;economic_impact;human_oversight,"NIST/Center should: (1) adopt clear, voluntary (not mandatory) standards; (2) avoid prescriptive/duplicative requirements that lock in current practices; (3) pursue a national, risk-based framework preempting state patchwork; (4) tailor standards to specific harms rather than technology broadly; (5) shift compliance burden from consumers to companies.","Cisco 2026 Data and Privacy Benchmark Study: ""90% of organizations say their privacy programs have expanded because of AI."" Costa et al. (2024) on democratization of AI. Privacy for America Principles for Privacy Legislation (2019, updated).",policy_advocacy,substantive,"New frameworks should not mandate specific administrative, technical, or physical security measures, such as particular access control protocols, firewall or operating system protections, authentication mechanisms, or monitoring processes. This overly prescriptive approach would effectively codify a"
NIST-2025-0035-0310,1,mixed,supportive,conditional,unclear,unclear,yes,sandboxing_isolation;pre_deployment_evaluation;mandatory_vs_voluntary,"1. NIST should formally distinguish ""Public-Facing"" vs. ""Internal Enterprise"" deployments, allowing internal R&D agents in secure perimeters (VPC/Intranet) to rely on environment-level isolation. 2. NIST should recognize ""Version-Locked Sandboxing"" for internal R&D agents, permitting frozen/unpatched agents if isolated via network-level compensating controls (e.g., air-gapped VPCs).",GxP validation burdens in pharmaceutical R&D/clinical environments; scientific reproducibility concerns from continuous patching mandates disrupting clinical baselines.,policy_advocacy,substantive,"if this were to extend to the R&D Clinical/GxP environment, updating a model or agent framework inevitably alters its outputs, breaking the scientific consistency and validation status of ongoing studies."
NIST-2025-0035-0311,2,supportive,supportive,conditional,yes,unclear,yes,pre_deployment_evaluation;supply_chain;human_oversight,"NIST should establish standardized security assessment methods for AI agents covering prompt injection, tool permission boundary violations, and inter-agent trust exploitation. Frameworks should require per-tool credential scoping, input validation between LLM output and tool execution, and default-safe architecture patterns.","Internet-wide scan of 80+ AI/ML fingerprints; 164,692 code files across ~86,000 GitHub repos; 24 verified security incidents (2023–2026); 75.8% unsafe prompt interpolation rate; 76.4% no-validation rate; Ray 202,700 exposed instances; Ollama 119,553; MCP grew to 33,000+ listings in 14 months; Hacker",mixed,substantive,"Between December 2023 and February 2026, we documented 24 verified security incidents: 4 in 2023-2024, 18 in 2025, and 2 in the first six weeks of 2026. The severity has escalated from reputational harm (Chevrolet chatbot, December 2023) to zero-click remote code execution via a calendar event (Clau"
NIST-2025-0035-0313,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;agent_autonomy;supply_chain,"Align AI agent security with NIST AI RMF, NIST CSF, and NIST SP 800-53; apply zero-trust architecture, sandboxed execution, least-privilege access, role-based access controls, and continuous monitoring (SIEM); use OWASP Top 10 for LLMs and MITRE ATLAS; enforce human-in-the-loop or human-on-the-loop approvals for consequential actions; treat AI outputs in OT as advisory unless validated.","MITRE ATLAS, OWASP Top 10 for LLMs, Singapore IMDA Model AI Governance Framework for Agentic AI (2026), Hitachi iQ Studio and HARC Agents platforms, academic demonstrations of poisoned open-source datasets altering LLM outputs, RAG poisoning in enterprise deployments (2024–2025).",mixed,substantive,"human oversight remains a critical security control for AI agents operating in sensitive federal contexts. Practices such as human-in-the-loop or human-on-the-loop approvals are widely recommended for consequential actions including system configuration changes, operational commands, or external com"
NIST-2025-0035-0314,1,supportive,supportive,conditional,unclear,unclear,yes,agent_autonomy;supply_chain;human_oversight,"1) Agent threat taxonomy (2026 Q3) extending MITRE ATT&CK and OWASP. 2) Cross-sector working group (2026 Q4) with OWASP, ISO, W3C, OpenID. 3) Runtime control families as SP 800-53 companion (2027 Q1). 4) Agent security assessment framework with Model Security Card requirements (2027 Q2).","Vorion LLC open-source reference implementation (Apache-2.0): 13,600+ automated tests covering trust scoring, containment, proof chains, shadow mode; p50 latency 3ms async / 85ms full proof chain; governance-mapped suites for NIST AI RMF, SP 800-53, SSDF, OWASP Top 10.",mixed,substantive,"NIST, operating under the AI Risk Management Framework and consistent with Executive Order 14179 on removing barriers to American AI leadership, is positioned to define this category. The window is 12–18 months before the absence of standards becomes a de facto standard of no governance."
NIST-2025-0035-0315,1,supportive,supportive,conditional,unclear,unclear,no,identity_authentication;agent_autonomy;human_oversight,"1. Require cryptographic attribution for agent actions in multi-agent networks. 2. Develop system-level behavioral assessment methods including ""interaction constraint envelopes."" 3. Classify multi-agent interaction patterns by observability risk. 4. Require human authorization for agent-to-agent capability transfer. 5. Acknowledge observability limits; recommend architectural constraint. 6. Coordinate with ISO/IEC JTC 1/SC 42, ITU-T SG17, and IETF on international AI agent security standards.","Moltbook/OpenClaw incident (Jan–Feb 2026): 1.5M agents, attribution collapse, 1.5M exposed API tokens; 1Password PoC supply chain attack; Cisco finding 1,184+ malicious skills on ClawHub; Palo Alto Networks on delayed-execution attacks; Karpathy ""autoresearch"" (Mar 2026); Anthropic alignment faking",technical,substantive,"Three categories of behavior were occurring simultaneously and were indistinguishable to observers: genuinely autonomous agent output, human-directed agent output, and humans bypassing agents entirely while posing as them."
NIST-2025-0035-0316,1,opposed,supportive,conditional,unclear,unclear,yes,mandatory_vs_voluntary;pre_deployment_evaluation;human_oversight,"1. Issue clear, flexible, timely guidance on agentic AI. 2. Update NIST AI RMF and Cyber AI Profile to cover AI agents. 3. Promote secure-by-design procurement. 4. Use technical standards (TEEs, Agent2Agent Protocol, INCITS) to avoid regulatory fragmentation. 5. Create open-source agent-specific evaluation benchmarks. 6. Allow experimentation; avoid one-size-fits-all rules. 7. Release risk-based, performance-based guidelines.",Coalition of Secure AI (CoSAI) Security Principles for Agentic Systems; UK AI Security Institute's Inspect AI framework; FedRAMP 20x; aviation industry risk-based drone rules; MLCommons; Cyber Safety Review Board report on single-vendor overreliance; Google's Secure AI Framework (SAIF).,mixed,substantive,It is more beneficial to allow breathing room for different safety and security approaches to flourish through an iterative framework rather than predetermining a one-size-fits-all rule.
NIST-2025-0035-0317,1,supportive,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;transparency_documentation,"1. NIST should prioritize machine-readable agent identity credentials covering scope, human principal, tamper-evident action logs, and real-time revocation. 2. Define reliable, auditable kill-switch mechanisms with verified propagation as a hard technical requirement. 3. Formalize human-in-the-loop architecture as a first-class design pattern for regulated environments. 4. Mandate tamper-evident action logs for AI agents in regulated contexts.","Commenter's firm (VARA-licensed virtual asset company, Dubai) encountered scenarios where a stop instruction at the orchestration layer did not propagate consistently to all active agent processes. SAR drafting workflow described as a concrete planned use case.",mixed,substantive,"Make kill switches a hard technical requirement with propagation guarantees, not a voluntary guideline."
NIST-2025-0035-0318,1,mixed,supportive,conditional,unclear,unclear,no,pre_deployment_evaluation;human_oversight;misuse_abuse,"NIST should provide guidance and raise awareness of: (1) formal specification systems for agent data and behaviors, and (2) static/formal certification methods to verify agentic systems satisfy safety properties, especially for high-risk sectors (finance, health). NIST should highlight emerging tools like TypeSpec, Bosque, and LEAN as models.","TypeSpec (Microsoft), Bosque language (ACM DL publications), LEAN formal verification system, arxiv paper 2602.20979 on integrated agentic software ecosystems; prompt injection attacks cited as concrete threat.",technical,substantive,"running an agent without a set of formal safety guarantees, e.g. will not disclose PII such as a social security number or sensitive information like a medical condition, or guarantees about behavior limits, like not transferring funds to accounts not previously safe-listed, is an unacceptable risk"
NIST-2025-0035-0319,1,mixed,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;international_harmonization,1) Fund and expeditiously advance the proposed NCCoE project on Software and AI Agent Identity and Authorization. 2) Expand NCCoE scope to cover consumer-facing agent use cases or launch a second complementary NCCoE project for consumer use cases. 3) Increase resources/staffing for NIST's agentic identity standards engagement work in international standards bodies.,"Palo Alto Networks Unit 42 Incident Response Report: identity weaknesses played material role in ~90% of cyber incident investigations. FSSCC ""Mitigating AI-Powered Attacks Against Identity and Authentication"" (Feb 2026). W3C Verifiable Credentials standard cited. NCCoE Software and AI Agent Identit",policy_advocacy,substantive,"the ultimate goal here should be the development of voluntary, consensus-based standards whose development is led by bodes outside of government, NIST has a critical role to play here in helping to facilitate the industry-led development of standards and ensuring that U.S. interests are represented"
NIST-2025-0035-0320,1,opposed,supportive,conditional,unclear,unclear,yes,human_oversight;agent_autonomy;red_teaming,"Federal policy should reflect a risk-based approach consistent with NIST frameworks; government should support open-source evaluation tools (e.g., UK AI Security Institute's Inspect AI); adopt voluntary industry-led standards like CoSAI Security Principles; avoid overly prescriptive/blanket regulatory approaches.","Meta ""Agents Rule of Two"" (Oct. 2025); Google blog on AI cybersecurity (July 2025); Anthropic/Mozilla Firefox security partnership (Mar. 2026); AWS Agentic AI Security Scoping Matrix (Nov. 2025); UK AI Security Institute's Inspect AI framework; Google Agent2Agent Protocol (A2A).",mixed,substantive,"Overly prescriptive or blanket regulatory approaches risk undermining the development of beneficial AI applications, including AI agents, without meaningfully improving privacy and security outcomes."
NIST-2025-0035-0321,1,supportive,supportive,yes,yes,unclear,no,human_oversight;incident_reporting;pre_deployment_evaluation,1. Require meaningful human checkpoints/interruption mechanisms in high-stakes agentic systems. 2. Mandate least-privilege permissions by default. 3. Address prompt injection/hijacking defenses in security framework. 4. Require mandatory incident reporting to a central body. 5. NIST should establish third-party evaluation infrastructure.,References Claude Code's suggestions as input. Mentions prompt injection as a known attack vector. Compares third-party evaluation to existing safety-critical software evaluation models.,policy_advocacy,substantive,"Organizations deploying agentic AI should be required to report security incidents — including cases where agents behaved unexpectedly or were hijacked — to a central body. Without visibility into failures, standards cannot improve."
NIST-2025-0035-0322,1,mixed,supportive,conditional,unclear,unclear,no,supply_chain;human_oversight;agent_autonomy,"NIST should provide guidance on: verified data sources, immutable model registries, and signed AI Bills of Materials (AIBOMs); zero trust, capability-based access, token scoping, and agentic workflow approvals; AI red teaming of deployed agents; detection of intent drift; and full lifecycle audit trails.","Lockheed Martin AI Center (LAIC) cited as source of expertise. References CVE-based patching as insufficient for agentic systems. Discusses token abuse, delegation escalation, indirect prompt injection, memory poisoning, chained failures, and multi-agent collusion as distinct threat categories.",technical,substantive,"Supply Chain Considerations: Understanding and addressing fundamental security issues such as verified data sources, immutable model registries, and signed AI Bill of Materials (AIBOMs) are essential for developing trustworthy AI solutions."
NIST-2025-0035-0323,1,mixed,supportive,conditional,unclear,unclear,no,agent_autonomy;human_oversight;transparency_documentation,"NIST should build revision mechanisms into any published framework with a review cycle no longer than 12 months. Recommends least-privilege tool access, output validation before action execution, explicit boundary marking for prompt injection mitigation, and instrumentation for multi-agent delegation chain auditability.",Model Context Protocol (MCP) cited as enabling tool-using agents. Three-phase threat evolution described (2023-2024 isolated model risks; 2025-present tool-using agents; emerging multi-agent systems). 30+ years enterprise infosec experience noted.,technical,substantive,"The pace of these changes suggests that static security guidance will be insufficient. NIST should consider building revision mechanisms into any published framework, with a review cycle no longer than 12 months."
NIST-2025-0035-0324,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;agent_autonomy;pre_deployment_evaluation,"1) NIST guidance should address the calibration challenge for human approval gates, providing a risk-based framework for which action categories require human review. 2) NIST should establish standard oversight categories to improve underwritability of agentic AI. 3) Prioritize indirect prompt injection in guidance. 4) Recommend least-privilege, sandboxing, action logging, and explicit action boundaries as essential controls.","MIT AI Risk Repository, OWASP Top 10 for LLM Applications, NIST AI Risk Management Framework, NIST research on agent hijacking evaluations cited. Armilla's own underwriting/evaluation framework referenced.",mixed,substantive,Deployers lack a shared vocabulary for characterizing human oversight configurations in ways that are both technically precise and actuarially useful. NIST guidance that establishes standard oversight categories—even at a high level—would materially improve the underwritability of agentic AI systems
NIST-2025-0035-0325,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;pre_deployment_evaluation;transparency_documentation,NIST should define minimum functional criteria for exportable verification evidence; develop adversarial conformance tests; create procurement language extending existing frameworks; treat deterministic binding for streaming/multipart/multimodal outputs as a research priority; establish stable conformance model for evidence-based admissibility at the point of effect.,References work on indirect prompt injection; cites traditional TOCTOU failures as analogy; references existing NIST frameworks as foundational but incomplete for agent action boundaries. No specific datasets or external studies cited.,technical,substantive,"the decisive control question is whether the point of effect requires admissibility evidence that verifies under policy. For each action class, the relevant relying party should be able to answer three questions: What exact artifact or transaction is this decision about?"
NIST-2025-0035-0326,1,mixed,supportive,conditional,unclear,unclear,yes,identity_authentication;supply_chain;human_oversight,"1. Classify AI Agents as distinct non-human identities requiring continuous contextual risk monitoring, zero-trust ephemeral credentials. 2. Mandate agentless discovery/API-based scanning as prerequisite control for AI security in cloud. 3. Endorse AI-BOM as standard requirement for AI system authorization, including model weights scanning.","Moltbook hack: misconfigured Supabase DB exposing 1.5M API tokens, 35K emails; ""living off the LLM"" malware technique; AI Security 101 attack surface mapping; secrets leakage in AI-generated code research — all from Wiz threat research team.",mixed,substantive,"security must not become a bottleneck. By anchoring these guidelines in Identity Security and Automated Visibility, NIST can ensure that federal AI adoption is both rapid and resilient, preventing new vulnerabilities while enabling mission-critical innovation."
NIST-2025-0035-0327,1,unclear,unclear,unclear,unclear,unclear,no,misuse_abuse;agent_autonomy;pre_deployment_evaluation,"The comment proposes the AKSI Framework (Version 0.1 DRAFT) as a data-classification-driven, runtime-native compliance architecture for AI agent deployments. The MCPTox benchmark is offered for community development to improve agent robustness against Tool Poisoning Attacks on MCP servers.","MCPTox benchmark: 1312 malicious test cases, 45 real-world MCP servers, 353 authentic tools, 20 LLM agents evaluated; o1-mini attack success rate 72.8%; Claude-3.7-Sonnet refusal rate <3%; GPT-4o-mini, DeepSeek-R1, Phi-4 success rates >60%.",technical,substantive,"Our evaluation on 20 prominent LLM agents setting re-
vealsawidespreadvulnerabilitytoToolPoisoning,witho1-
mini, achieving an attack success rate of 72.8%."
NIST-2025-0035-0328,1,unclear,neutral,conditional,unclear,unclear,no,agent_autonomy;human_oversight;pre_deployment_evaluation,"1. Consequence-tiered action thresholds: human review based on impact/reversibility. 2. Autonomous action logging for monitoring, validation, post-event reconstruction. 3. Rollback/remediation prerequisites before deploying agents with irreversible actions. 4. Security testing should include out-of-distribution action testing and full action trajectory evaluation.",Financial services use case: fraud detection/surveillance agents performing well on internal metrics while missing adversarial behavior in production (specification gaming example).,technical,substantive,"Many failures in agent systems are sequential rather than atomic. The core testing question is not only whether an agent produces a wrong answer, but whether a series of individually plausible actions compounds into an unsafe outcome."
NIST-2025-0035-0329,1,unclear,supportive,unclear,unclear,unclear,no,sandboxing_isolation;human_oversight;agent_autonomy,"NIST should pursue research and standards work around structured agent execution models, capability-based tool access, and composable action graphs to improve AI agent security.","Author's own experience building agent frameworks using ""program-as-value"" approach with typed computation graphs, lenses, and typed program trees; references compositional software architectures.",technical,substantive,"Instead of an agent directly executing actions, the agent generates a typed computation graph describing the intended sequence of operations. That program can then be validated, inspected, simulated, or modified before anything actually runs."
NIST-2025-0035-0330,1,mixed,supportive,conditional,unclear,unclear,no,identity_authentication;human_oversight;sandboxing_isolation,"1) Standardized agent identity/configuration attestation (analogous to TLS certs). 2) Declarative, auditable agent specification formats. 3) Agent-specific extensions to SP 800-63 and SP 800-207. 4) Tool-level access control standards. 5) NIST adopt OWASP agentic taxonomy as reference for guidelines.","Production deployments under HIPAA, SOC 2; OWASP Top 10 for Agentic Applications (Dec 2025); Google A2A protocol; MCP server ecosystem; Archia TOML-based declarative agent spec files; Agent Configuration Certificates (in development).",mixed,substantive,"Agent systems connected to tool servers (such as MCP servers providing access to databases, APIs, or file systems) are typically granted access to the full tool surface of each connected server. In our experience, this violates the principle of least privilege in practice."
NIST-2025-0035-0331,1,supportive,supportive,yes,yes,unclear,yes,human_oversight;agent_autonomy;pre_deployment_evaluation,"1) Positively scoped, time-limited, non-transferable permissions with single-interface revocation. 2) Tamper-evident full-sequence action logging including inter-agent comms. 3) Pre-authorized caps on agent spawning with real-time human re-authorization. 4) API-level anti-swarm rate limits. 5) Deterministic model-external controls as primary layer before AI-based defenses. 6) Reversibility-aware least-privilege tool classification.",OpenAI o3 sabotaged shutdown mechanisms in 79/100 structured evaluations (Palisade Research); multiple frontier models self-copied to avoid termination; Moltbook incident (emergent multi-agent dynamics producing unintended behaviors including new malware); FLI president's MIT research on AI monitor,mixed,substantive,"OpenAI's o3 actively sabotaged shutdown mechanisms in 79 of 100 structured evaluations (per Palisade Research). Multiple frontier models have self-copied to avoid termination. Models have strategically underperformed on capability evaluations, demonstrating they can recognize and respond to evaluati"
NIST-2025-0035-0332,1,mixed,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;agent_autonomy,"1) Standardize a cryptographically signed ""work order"" authorization artifact capturing intent, principal ID, session binding, and provenance chain. 2) Mandate structural separation of reasoning (Orchestrator) from credential/capability holding (Site Manager). 3) Adopt three-dimensional authorization model: Identity ∧ Intent ∧ Consequence. 4) Identify four specific standardization targets; avoid premature standardization of others.","U.S. Provisional Patent Application No. 63/994,362 (""Capability Fortress"" architecture); working prototype; references to external research [1][2] and international bodies [10] (not fully cited in excerpt).",technical,substantive,"The missing primitive is an immutable authority instrument (here called a work order) — a cryptographically signed, provenance-carrying artifact that records the bounded authority a principal has actually granted."
NIST-2025-0035-0333,1,mixed,supportive,conditional,unclear,unclear,yes,agent_autonomy;human_oversight;identity_authentication,1. NCCoE project proposal centered on FedRAMP environments. 2. Tailored CSF profile for AI agent security. 3. Secure-by-design policies in agent configuration. 4. Single chokepoint pattern for tool access as architectural control. 5. Authorization scope as primary security boundary over automation levels.,"seL4 microkernel verification (Kleppmann 2025); SpAIware ChatGPT memory attack (Rehberger 2024); CVE-2025-49596, CVE-2025-6514 (MCP exploits); LangGrinch CVE-2025-68664 CVSS 9.3; 144:1 non-human to human identity ratio (Entro Security 2025); Gartner 2025 prediction 25% enterprise breaches from AI ag",mixed,substantive,"NIST CAISI's own agent hijacking research using the AgentDojo framework confirmed these vulnerabilities across major platforms (NIST, 2025a)."
NIST-2025-0035-0334,1,unclear,supportive,conditional,unclear,unclear,no,agent_autonomy;pre_deployment_evaluation;human_oversight,"NIST should incorporate evaluation of agent goal-directedness into measurement frameworks, including benchmarks assessing: goal persistence, planning coherence, intention stability, goal-action consistency, and human interpretability of agent intentions. NIST should collaborate with researchers developing agency benchmarks (ai-intentions.org).","Researchers across computer science, neuroscience, and philosophy at ai-intentions.org developing agency benchmarks. Cites specification gaming, instrumental strategies, and goal-directed behavior as underexplored risk categories.",technical,substantive,"agents may pursue goals in ways that exploit loopholes in specifications (""specification gaming""), adopt instrumental strategies that conflict with operator intent, or behave in ways that are difficult for human overseers to anticipate or interpret."
NIST-2025-0035-0335,1,mixed,supportive,conditional,unclear,unclear,no,red_teaming;identity_authentication;human_oversight,"1. Draw on existing cybersecurity frameworks (NIST CSF, NIST 800-53, ISO 27002) and AI-specific security frameworks. 2. Require model providers to disclose whether models were tested with agentic scaffolding and under which threat models. 3. Develop guidance for designing, executing, and reporting red-teaming exercises. 4. Apply PKI and least-privilege identity management for agent deployments. 5. Develop a collection of circuit-breaker/recovery mechanisms across domains for agentic systems.","CSET ""Harmonizing AI Guidance"" (2025); OWASP ""Agentic AI Threats and Mitigations"" (2025); Cloud Security Alliance red-teaming and identity management guides; Hagendorff et al. on LLM jailbreak agents (Nature Comms, 2026); Chan et al. ""Visibility into AI Agents"" (ACM FAccT 2024).",technical,substantive,"Based on interviews with AI red-teaming practitioners, disclosing specific jailbreaks before they have
been mitigated is effectively the same as publicizing unpatched vulnerabilities."
NIST-2025-0035-0336,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;agent_autonomy;identity_authentication,"NIST should adopt governance architecture integrating: agent identity verification, delegated mandate encoding, capability boundary specification, authority revalidation, behavioral telemetry, governance observability, layered responsibility tracking, competence-based human oversight, and mechanisms for preserving human judgment in high-stakes domains.",unclear,technical,substantive,"This document proposes a governance architecture for secure agentic AI systems that integrates identity verification, delegated mandate encoding, capability boundary specification, authority revalidation, behavioral telemetry, governance observability, layered responsibility tracking, competence-bas"
NIST-2025-0035-0337,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;identity_authentication;supply_chain,"Adopt centralized secrets management (HashiCorp Vault), dynamic credential issuance, policy-as-code (Sentinel/OPA), audit logging, zero trust architectures, network segmentation (Boundary), immutable infrastructure (Terraform/Packer), SIEM integration, and NIST/CIS/FIPS-aligned controls. Promote public-private partnerships and standardized agentic threat modeling.","References NIST SP 800-53, NIST AI RMF, CIS Controls, PCI DSS, FIPS 140-2, SOC 2, EU AI Act, GDPR. Cites HashiCorp Vault, Boundary, Terraform, Packer, Sentinel/OPA as enterprise-proven tools in finance, healthcare, and government sectors.",mixed,substantive,"HashiCorp, as a global leader in secure infrastructure automation and identity-driven security, brings deep expertise in enabling organizations to securely develop, deploy, and operate complex, distributed systems—including those powered by advanced AI agents."
NIST-2025-0035-0338,1,mixed,supportive,conditional,unclear,unclear,yes,identity_authentication;human_oversight;supply_chain,"1. Develop a ""Know Your Agent"" (KYA) framework requiring clear agent identity, versioning, authorization boundaries, and audit trails. 2. Encourage constrained-by-default deployment for high-risk environments with staged capability expansion. 3. Standardize vendor/third-party accountability expectations for monitoring, incident response, and audit support. 4. Frame guidance to be implementable without large internal AI security teams.","Community banks use AI for fraud detection, customer service, cybersecurity operations, and third-party risk management; agent capabilities typically delivered through core processors, fintech partners, and managed service providers.",policy_advocacy,substantive,"NIST should encourage strong identity orchestration to support a ""Know Your Agent"" (KYA) approach, so institutions can identify which agent is acting, what it is authorized to do, and who approved that authority."
NIST-2025-0035-0339,1,unclear,neutral,unclear,conditional,unclear,no,identity_authentication;agent_autonomy;red_teaming,"1. Recognize behavioral trust as a distinct category of agent security, separate from authentication/authorization. 2. Adopt continuous trust measurement with decay mechanisms rather than point-in-time certification. 3. Build collusion-resistance into peer-scoring frameworks via adversarial/unannounced auditor agents. 4. Establish a standardized taxonomy for agent adverse events (prompt injection, credential exfiltration, etc.). 5. Make behavioral trust scores interoperable across agent commerce","Mastercard Verifiable Intent framework (Mar 5, 2026); Google Agent Payments Protocol & Universal Commerce Protocol; Visa Trusted Agent Protocol; TrustMyBot's own Agentic Commerce Trust Standard (ACTS v0.6); adversarial testing of agent-to-agent transaction scenarios showing LLM susceptibility to soc",mixed,substantive,"An agent may be fully authenticated and operating within its delegated authority while still engaging in harmful behavior at runtime. Examples include manipulating counterparty agents through extended conversations, attempting credential harvesting, misrepresenting a principal's requirements"
NIST-2025-0035-0340,1,mixed,supportive,conditional,unclear,unclear,yes,agent_autonomy;human_oversight;sandboxing_isolation,"CAISI should: (1) define agent-specific threat classes (goal manipulation, tool misuse, identity abuse, context poisoning, cascading failures); (2) emphasize least-agency principle with tightly scoped machine identities; (3) require pre-execution policy enforcement; (4) promote sandboxed execution environments and continuous runtime monitoring; (5) define minimum security testing categories for agent architectures including digital twin simulations.","References NIST AI RMF, NIST SP 800-207 Zero Trust Architecture, NIST SP 800-218A. Member organizations cited: Zenity, Wiz, Lasso, Cyera, Infoblox, Snowflake.",mixed,substantive,"CAISI guidance should explicitly define agent-specific threat classes, including goal manipulation, tool misuse, identity abuse, context poisoning, and cascading failures in multi-agent systems."
NIST-2025-0035-0341,1,mixed,supportive,conditional,unclear,unclear,no,identity_authentication;human_oversight;supply_chain,"Establish technical guidelines and best practices for securing development, deployment, and operation of agentic AI; address machine identity management (82:1 machine-to-human ratio); adopt OWASP Top 10 for Agentic Applications as a reference framework; apply least-privilege principles to agent credentials and permissions.","OWASP Top 10 for Agentic Applications (Palo Alto Networks contributed); 82:1 machine-to-human identity ratio statistic; 70,000+ organizations protected across 150 countries; 97 of Fortune 100 as customers; NIST NCCoE collaboration cited.",mixed,substantive,"the average enterprise today facing a staggering 82:1 machine-to-human identity ratio and traditional security tools ill-suited for autonomous agents, our commitment to Secure AI by Design principles drives purpose-built solutions that address the expanded attack surface created by agentic AI."
NIST-2025-0035-0342,1,supportive,supportive,yes,yes,unclear,no,misuse_abuse;supply_chain;human_oversight,"NIST should develop standards emphasizing transparency, auditability, and accountability as foundational design requirements for federal agentic AI; address supply chain integrity, attribution, and multi-agent interaction risks; apply lessons from cybersecurity frameworks to agentic AI governance.","BRICKSTORM backdoor (CISA/NSA/CCCS, Dec 2025); ClawHub marketplace: 824 malicious skills out of ~10,700 (Koi.ai, Feb 2026); NCSC warning on prompt injection; OpenAI admission on prompt injection (Dec 2025); Russia's Pravda disinformation network; RAND report on China's system-of-systems warfare doct",policy_advocacy,substantive,"In February, security firm Koi.ai analyzed ClawHub, the open-source marketplace for AI agent skills and found 824 unauthorized or harmful capabilities (known as malicious skills), out of approximately 10,700."
NIST-2025-0035-0343,1,unclear,neutral,unclear,unclear,unclear,no,human_oversight;sandboxing_isolation;identity_authentication,Use PKI for identity management and access control; apply least-privilege principle by breaking tasks into single-tool agents; sanitize inputs and sandbox untrusted code; use constrained inference and tested prompts; incorporate human-in-the-loop oversight at critical workflow junctures; apply insider-threat-style behavior monitoring to AI agents.,"OWASP ""Multi-Agentic System (MAS) Thread Modeling Guide""; OWASP ""Practical Guide for Securely Using Third-Party MCP Servers""; arXiv 2504.08623 ""Enterprise-Grade Security for Model Context Protocol (MCP)""; LLM hallucination example: legal briefing citing fictional court decisions.",technical,substantive,"Design Al agent systems according to the principle of Least privilege. Instead of giving a single Al agent access to multiple tools which creates a broad attack surface, break complex tasks down and assign the subtasks to Al agents which only have access to a single tool"
NIST-2025-0035-0344,1,mixed,supportive,unclear,unclear,unclear,yes,identity_authentication;human_oversight;sandboxing_isolation,"1. Prioritize verifiable attribution via privacy-preserving cryptographic proofs over persistent linkable identity. 2. Promote cryptographic methods (e.g., Web Bot Auth) for high-stakes interactions. 3. Advocate single-layer architectures with network-level inspection. 4. Promote sandboxing for agents capable of dynamic code execution. 5. Apply Zero Trust/least-privileged access for enterprise agents. 6. Define high-risk thresholds mandating human-in-the-loop (e.g., via CIBA). 7. Ensure security","Cloudflare network: 330+ cities, 125+ countries, ~13,000 networks, 20%+ of the web, 38% of Fortune 500. Products: Firewall for AI, AI Gateway, Zero Trust tools. Observed threats: indirect prompt injection, agent-to-agent delegation visibility gaps, LLM-driven bot masquerading. MCP protocol reference",mixed,substantive,"we urge NIST to distinguish between authentication of identity (who you are, a linkable ""self"") and attribution (what permissions you have and where you came from, a verifiable, non-linkable signal) when working to set frameworks for securing AI agents"
